word,pinyin,meaning
安慰,ānwèi,"['to comfort', 'to console', 'CL:個|个[ge4]']"
淘宝,táobǎo,
狮子,shīzǐ,"['lion', 'CL:隻|只[zhi1],頭|头[tou2]']"
右边,yòubiān,"['right side', 'right, to the right']"
吓人,xiàrén,
问问,wènwèn,
精彩,jīngcǎi,"['wonderful', 'marvelous', 'brilliant']"
离开,líkāi,"['to depart', 'to leave']"
环境,huánjìng,"['environment', 'circumstances', 'surroundings', 'CL:個|个[ge4]', 'ambient']"
减,jiǎn,"['to lower', 'to decrease', 'to reduce', 'to subtract', 'to diminish']"
下面,xiàmiàn,['to boil noodles']
追,zhūi,"['to chase after', 'to seek', ""to do one's utmost to seek or procure sth"", 'to recall']"
来着,láizháo,['auxiliary showing sth happened in the past']
眼神,yǎnshén,"[""expression or emotion showing in one's eyes"", 'meaningful glance', 'wink', 'eyesight (dialect)']"
傻逼,shǎbī,['variant of 傻屄[sha3 bi1]']
万,wàn,"['ten thousand', 'a great number']"
风格,fēnggé,['style']
借,jiè,['variant of 借[jie4]']
多么,duōyāo,"['how (wonderful etc)', 'what (a great idea etc)', 'however (difficult it may be etc)', '(in interrogative sentences) how (much etc)', 'to what extent']"
外,wài,"['outside', 'in addition', 'foreign', 'external']"
生命,shēngmìng,"['life', 'living', 'biological', 'CL:個|个[ge4]']"
佩服,pèifú,['to admire']
稳,wěn,"['settled', 'steady', 'stable']"
替,tì,"['to substitute for', 'to take the place of', 'to replace', 'for', 'on behalf of', 'to stand in for']"
娱乐,yúlè,"['to entertain', 'to amuse', 'entertainment', 'recreation', 'amusement', 'hobby', 'fun', 'joy']"
传,chuán,"['biography', 'historical narrative', 'commentaries', 'relay station']"
穷,qióng,"['poor', 'destitute', 'to use up', 'to exhaust', 'thoroughly', 'extremely', '(coll.) persistently and pointlessly']"
价格,jiàgé,"['price', 'CL:個|个[ge4]']"
亮,liàng,"['bright', 'clear', 'resonant', 'to shine', 'to show', 'to reveal']"
声音,shēngyīn,"['voice', 'sound', 'CL:個|个[ge4]']"
武汉,wǔhàn,"['Wuhan city on Changjiang, subprovincial city and capital of Hubei province']"
遭,zāo,"['to meet by chance (usually with misfortune)', 'classifier for events: time, turn, incident']"
珍惜,zhēnxī,"['to treasure', 'to value', 'to cherish']"
意义,yìyì,"['sense', 'meaning', 'significance', 'importance', 'CL:個|个[ge4]']"
答案,dáàn,"['answer', 'solution', 'CL:個|个[ge4]']"
到时,dàoshí,['at that (future) time']
国内,guónèi,"['domestic', 'internal (to a country)', 'civil']"
房子,fángzǐ,"['house', 'building (single- or two-story)', 'apartment', 'room', 'CL:棟|栋[dong4],幢[zhuang4],座[zuo4],套[tao4]']"
不定,bùdìng,"['indefinite', 'indeterminate', '(botany) adventitious']"
酒店,jǐudiàn,"['wine shop', 'pub (public house)', 'hotel', 'restaurant']"
最大,zùidà,
一边,yībiān,"['one side', 'either side', 'on the one hand', 'on the other hand', 'doing while']"
左右,zuǒyòu,"['left and right', 'nearby', 'approximately', 'attendant', 'to control', 'to influence']"
冬天,dōngtiān,"['winter', 'CL:個|个[ge4]']"
浪漫,làngmàn,['romantic']
罗,luō,"['gauze', 'to collect', 'to gather', 'to catch', 'to sift']"
成熟,chéngshú,"['mature', 'ripe', 'to mature', 'to ripen', 'Taiwan pr. [cheng2 shou2]']"
位置,wèizhì,"['position', 'place', 'seat', 'CL:個|个[ge4]']"
胃,wèi,"['stomach', 'CL:個|个[ge4]']"
腐败,fǔbài,"['corruption', 'to corrupt', 'to rot', 'rotten']"
完美,wánměi,"['perfect', 'perfection', 'perfectly']"
上网,shàngwǎng,"['to go online', 'to connect to the Internet', '(of a document etc) to be uploaded to the Internet', '(tennis, volleyball etc) to move in close to the net']"
碗,wǎn,"['bowl', 'cup', 'CL:隻|只[zhi1],個|个[ge4]']"
去年,qùnián,['last year']
省,shěng,"['to inspect', 'to examine', 'to be aware', ""to pay a visit (to one's parents or elders)""]"
意见,yìjiàn,"['idea', 'opinion', 'suggestion', 'objection', 'complaint', 'CL:點|点[dian3],條|条[tiao2]']"
直播,zhíbō,"['live broadcast (not recorded)', 'direct Internet broadcasting', '(agriculture) direct seeding']"
感受,gǎnshòu,"['to sense', 'perception', 'to feel (through the senses)', 'to experience', 'a feeling', 'an impression', 'an experience']"
全部,quánbù,"['whole', 'entire', 'complete']"
摆,bǎi,"['to arrange', 'to exhibit', 'to move to and fro', 'a pendulum']"
结局,jiéjú,"['conclusion', 'ending']"
好人,hǎorén,
蛋糕,dàngāo,"['cake', 'CL:塊|块[kuai4],個|个[ge4]']"
重点,zhòngdiǎn,"['important point', 'main point', 'focus', 'key (project etc)', 'to focus on', 'to put the emphasis on']"
列,liè,"['to arrange', 'to line up', 'row', 'file', 'series', 'column']"
屋,wū,"['house', 'room', 'CL:間|间[jian1],個|个[ge4]']"
脑子,nǎozǐ,"['brains', 'mind', 'CL:個|个[ge4]']"
得到,dédào,"['to get', 'to obtain', 'to receive']"
情人,qíngrén,"['lover', 'sweetheart']"
主持,zhǔchí,"['to take charge of', 'to manage or direct', 'to preside over', 'to uphold', 'to stand for (justice etc)', 'to host (a TV or radio program etc)', '(TV) anchor']"
南京,nánjīng,"['Nanjing subprovincial city on the Changjiang, capital of Jiangsu province 江蘇|江苏', 'capital of China at different historical periods']"
背,bèi,"['the back of a body or object', ""to turn one's back"", 'to hide something from', 'to learn by heart', 'to recite from memory', 'unlucky (slang)', 'hard of hearing']"
好事,hǎoshì,['to be meddlesome']
嘿,hēi,['hey']
使,shǐ,"['to make', 'to cause', 'to enable', 'to use', 'to employ', 'to send', 'to instruct sb to do sth', 'envoy', 'messenger']"
城,chéng,"['city walls', 'city', 'town', 'CL:座[zuo4],道[dao4],個|个[ge4]']"
性感,xìnggǎn,"['sex appeal', 'eroticism', 'sexuality', 'sexy']"
大师,dàshī,"['great master', 'master']"
兔,tù,['rabbit']
记者,jìzhě,"['reporter', 'journalist', 'CL:個|个[ge4]']"
历史,lìshǐ,"['history', 'CL:門|门[men2],段[duan4]']"
经济,jīngjì,"['economy', 'economic']"
摸,mō,['variant of 摹[mo2]']
落,luò,"['to fall or drop', '(of the sun) to set', '(of a tide) to go out', 'to lower', 'to decline or sink', 'to lag or fall behind', 'to fall onto', 'to rest with', 'to get or receive', 'to write down', 'whereabouts', 'settlement']"
方面,fāngmiàn,"['respect', 'aspect', 'field', 'side', 'CL:個|个[ge4]']"
青春,qīngchūn,"['youth', 'youthfulness']"
哥们,gēmen,"['Brothers!', 'brethren', 'dude (colloquial)', 'brother (diminutive form of address between males)']"
不大,bùdà,"['not very', 'not too', 'not often']"
对于,dùiyú,"['regarding', 'as far as sth is concerned', 'with regards to']"
集,jí,"['to gather', 'to collect', 'collected works', 'classifier for sections of a TV series etc: episode']"
摄影,shèyǐng,"['to take a photograph', 'photography', 'to shoot (a movie)']"
创意,chuàngyì,"['creative', 'creativity']"
等待,děngdài,"['to wait', 'to wait for']"
星座,xīngzuò,"['constellation', 'astrological sign', 'CL:張|张[zhang1]']"
年纪,niánjì,"['age', 'CL:把[ba3],個|个[ge4]']"
半夜,bànyè,"['midnight', 'in the middle of the night']"
内心,nèixīn,"['heart', 'innermost being', '(math.) incenter']"
火车,huǒchē,"['train', 'CL:列[lie4],節|节[jie2],班[ban1],趟[tang4]']"
堵,dǔ,"['to stop up', '(to feel) stifled or suffocated', 'wall', 'classifier for walls']"
毒,dú,"['poison', 'to poison', 'poisonous', 'malicious', 'cruel', 'fierce', 'narcotics']"
各,gè,"['each', 'every']"
方,fāng,"['square', 'power or involution (mathematics)', 'upright', 'honest', 'fair and square', 'direction', 'side', 'party (to a contract, dispute etc)', 'place', 'method', 'prescription (medicine)', 'just when', 'only or just', 'classifier for square things', 'abbr. for square or cubic meter']"
停,tíng,"['to stop', 'to halt', 'to park (a car)']"
照顾,zhàogù,"['to take care of', 'to show consideration', 'to attend to', 'to look after']"
弱,ruò,"['weak', 'feeble', 'young', 'inferior', '(following a decimal or fraction) slightly less than']"
真实,zhēnshí,"['true', 'real']"
男生,nánshēng,"['schoolboy', 'male student', 'boy', 'guy (young adult male)']"
青年,qīngnián,"['youth', 'youthful years', 'young person', 'the young']"
学会,xuéhùi,"['to learn', 'to master', 'institute', 'learned society', '(scholarly) association']"
厦门,shàmén,"['Xiamen or Amoy, subprovincial city in Fujian, abbr. 廈|厦[Xia4]']"
盆,pén,"['basin', 'flower pot', 'unit of volume equal to 12 斗 and 8 升, approx 128 liters', 'CL:個|个[ge4]']"
处,chù,"['place', 'location', 'spot', 'point', 'office', 'department', 'bureau', 'respect', 'classifier for locations or items of damage: spot, point']"
门口,ménkǒu,"['doorway', 'gate', 'CL:個|个[ge4]']"
哩,lī,['(modal final particle similar to 呢[ne5] or 啦[la5])']
人才,réncái,"['talent', 'talented person', 'looks', 'attractive looks']"
到处,dàochù,['everywhere']
出发,chūfā,"['to set off', 'to start (on a journey)']"
埋,mái,['to blame']
很快,hěnkuài,
表现,biǎoxiàn,"['to show', 'to show off', 'to display', 'to manifest', 'expression', 'manifestation', 'show', 'display', 'performance (at work etc)', 'behavior']"
加入,jiārù,"['to become a member', 'to join', 'to mix into', 'to participate in', 'to add in']"
经验,jīngyàn,"['experience', 'to experience']"
湿,shī,"['moist', 'wet']"
反应,fǎnyìng,"['to react', 'to respond', 'reaction', 'response', 'reply', 'chemical reaction', 'CL:個|个[ge4]']"
过分,guòfēn,"['excessive', 'undue', 'overly']"
细,xì,"['thin or slender', 'finely particulate', 'thin and soft', 'fine', 'delicate', 'trifling', '(of a sound) quiet', 'frugal']"
小学,xiǎoxué,"['elementary school', 'primary school', 'CL:個|个[ge4]']"
身上,shēnshàng,"['on the body', 'at hand', 'among']"
见面,jiànmiàn,"['to meet', 'to see each other', 'CL:次[ci4]']"
霸气,bàqì,"['aggressiveness', 'hegemony', 'domineering']"
娃娃,wáwá,"['baby', 'small child', 'doll']"
标准,biāozhǔn,"['(an official) standard', 'norm', 'criterion', 'CL:個|个[ge4]']"
步,bù,"['a step', 'a pace', 'walk', 'march', 'stages in a process', 'situation']"
明星,míngxīng,"['star', 'celebrity']"
文艺,wényì,['literature and art']
奶奶,nǎinǎi,"['(informal) grandma (paternal grandmother)', '(respectful) mistress of the house', 'CL:位[wei4]', '(coll.) boobies', 'breasts']"
逗,dòu,"['to stay', 'to stop', 'to tease (play with)', 'amusing', 'short pause in reading aloud, equivalent to comma (also written 讀|读[dou4])']"
涨,zhǎng,"['to swell', 'to distend']"
猥琐,wěisuǒ,"['wretched (esp. appearance)', 'vulgar']"
骂人,màrén,"['to swear or curse (at people)', 'to scold or yell at someone']"
一半,yībàn,['half']
责任,zérèn,"['responsibility', 'blame', 'duty', 'CL:個|个[ge4]']"
行动,xíngdòng,"['operation', 'action', 'to move', 'mobile', 'CL:個|个[ge4]']"
鼓励,gǔlì,['to encourage']
整个,zhěnggè,"['whole', 'entire', 'total']"
回头,húitóu,"['to turn round', ""to turn one's head"", 'later', 'by and by']"
媳妇,xífù,"['daughter-in-law', 'wife (of a younger man)', 'young married woman', 'young woman']"
偶尔,ǒuěr,"['occasionally', 'once in a while', 'sometimes']"
阳光,yángguāng,"['sunshine', 'CL:線|线[xian4]', 'transparent (open to public scrutiny)']"
再也,zàiyě,['(not) any more']
网络,wǎngluò,"['network (computing, telecommunications, transport etc)']"
诱惑,yòuhuò,"['to entice', 'to lure', 'to induce', 'to attract']"
笑话,xiàohuà,"['joke', 'jest', 'CL:個|个[ge4]', 'to laugh at', 'to mock']"
作,zuò,"['to do', 'to grow', 'to write or compose', 'to pretend', 'to regard as', 'to feel', 'writings or works']"
早起,zǎoqǐ,['to get up early']
短信,duǎnxìn,"['text message', 'SMS']"
正确,zhèngquè,"['correct', 'proper']"
恋爱,liànài,"['(romantic) love', 'CL:個|个[ge4],場|场[chang3]', 'in love', 'to have an affair']"
方法,fāngfǎ,"['method', 'way', 'means', 'CL:個|个[ge4]']"
惭愧,cánkùi,['ashamed']
任何,rènhé,"['any', 'whatever', 'whichever', 'whatsoever']"
嘎,gā,['old variant of 嘎[ga2]']
血,xiě,"['blood', 'colloquial pr. [xie3]', 'CL:滴[di1],片[pian4]']"
邪恶,xiéè,"['sinister', 'vicious', 'wicked', 'evil']"
由,yóu,"['to follow', 'from', 'it is for...to', 'reason', 'cause', 'because of', 'due to', 'to', 'to leave it (to sb)', 'by (introduces passive verb)']"
愁,chóu,['to worry about']
目标,mùbiāo,"['target', 'goal', 'objective', 'CL:個|个[ge4]']"
一块,yīkuài,"['one block', 'one piece', 'one (unit of money)', 'together', 'in the same place', 'in company']"
千万,qiānwàn,"['ten million', 'countless', 'many', 'one must by all means']"
善良,shànliáng,"['good and honest', 'kindhearted']"
折腾,zhéténg,"['to toss from side to side (e.g. sleeplessly)', 'to repeat sth over and over again', 'to torment sb', 'to play crazy', 'to squander (time, money)']"
雷,léi,"['thunder', 'mine (weapon)', '(Internet slang) terrifying', 'terrific']"
扯,chě,"['variant of 扯[che3]', 'to pull', 'to tear']"
看不到,kànbùdào,
麽,mo,"['tiny', 'insignificant']"
经历,jīnglì,"['experience', 'CL:個|个[ge4],次[ci4]', 'to experience', 'to go through']"
入,rù,"['to enter', 'to go into', 'to join', 'to become a member of', 'to confirm or agree with', 'abbr. for 入聲|入声[ru4 sheng1]']"
馆,guǎn,"['building', 'shop', 'term for certain service establishments', 'embassy or consulate', 'schoolroom (old)', 'CL:家[jia1]']"
师傅,shīfù,"['master', 'qualified worker', 'respectful form of address for older men', 'CL:個|个[ge4],位[wei4],名[ming2]']"
果断,guǒduàn,"['firm', 'decisive']"
期,qī,"['a period of time', 'phase', 'stage', 'classifier for issues of a periodical, courses of study', 'time', 'term', 'period', 'to hope', 'Taiwan pr. [qi2]']"
颗,kē,"['classifier for small spheres, pearls, corn grains, teeth, hearts, satellites etc']"
想象,xiǎngxiàng,"['to imagine', 'to fancy', 'CL:個|个[ge4]']"
心态,xīntài,"['attitude (of the heart)', ""state of one's psyche"", 'way of thinking', 'mentality']"
做到,zuòdào,"['to accomplish', 'to achieve']"
副,fù,"['secondary', 'auxiliary', 'deputy', 'assistant', 'vice-', 'abbr. for 副詞|副词 adverb', 'classifier for pairs, sets of things & facial expressions']"
体,tǐ,"['body', 'form', 'style', 'system', 'substance', 'to experience', 'aspect (linguistics)']"
同情,tóngqíng,"['to sympathize with', 'sympathy']"
微,wēi,"['tiny', 'miniature', 'slightly', 'profound', 'abtruse', 'to decline', 'one millionth part of', 'micro-', 'Taiwan pr. [wei2]']"
游泳,yóuyǒng,"['swimming', 'to swim']"
天下,tiānxià,"['land under heaven', 'the whole world', 'the whole of China', 'realm', 'rule']"
保护,bǎohù,"['to protect', 'to defend', 'to safeguard', 'protection', 'CL:種|种[zhong3]']"
附近,fùjìn,"['(in the) vicinity', 'nearby', 'neighboring', 'next to']"
报道,bàodào,"['to report (news)', 'report', 'CL:篇[pian1],份[fen4]']"
搭,dā,"['to put up', 'to build (scaffolding)', 'to hang (clothes on a pole)', 'to connect', 'to join', 'to arrange in pairs', 'to match', 'to add', 'to throw in (resources)', 'to take (boat, train)', 'variant of 褡[da1]']"
闲,xián,"['variant of 閑|闲, idle', 'unoccupied', 'leisure', 'free time']"
小姐,xiǎojiě,"['young lady', 'miss', '(slang) prostitute', 'CL:個|个[ge4],位[wei4]']"
身,shēn,"['body', 'life', 'oneself', 'personally', ""one's morality and conduct"", 'the main part of a structure or body', 'pregnant', 'classifier for sets of clothes: suit, twinset', 'Kangxi radical 158']"
喇,lǎ,['(phonetic)']
回到,húidào,['to return to']
赚,zhuàn,"['to cheat', 'to swindle']"
顺便,shùnbiàn,"['conveniently', 'in passing', 'without much extra effort']"
多久,duōjǐu,['how long?']
奇怪,qíguài,"['strange', 'odd', 'to marvel', 'to be baffled']"
撞,zhuàng,"['to knock against', 'to bump into', 'to run into', 'to meet by accident']"
冲,chōng,"['powerful', 'vigorous', 'pungent', 'towards', 'in view of']"
英语,yīngyǔ,['English (language)']
神经,shénjīng,"['nerve', 'mental state', '(coll.) unhinged', 'nutjob']"
睡着,shùizháo,['to fall asleep']
炒,chǎo,"['to sauté', 'to stir-fry', 'to speculate', 'to hype', 'to fire (sb)']"
银行,yínxíng,"['bank', 'CL:家[jia1],個|个[ge4]']"
复杂,fùzá,"['complicated', 'complex']"
叼,diāo,"[""to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)""]"
热闹,rènào,"['bustling with noise and excitement', 'lively']"
客户,kèhù,"['client', 'customer']"
自恋,zìliàn,['narcissism']
饮,yǐn,['to give (animals) water to drink']
桑,sāng,['old variant of 桑[sang1]']
吴,wú,"['surname Wu', 'area comprising southern Jiangsu, northern Zhejiang and Shanghai', 'name of states in Southern China at different historical periods']"
哼哼,hēnghēng,
犀利,xīlì,"['sharp', 'incisive', 'penetrating']"
一把,yībǎ,
进行,jìnxíng,"['to advance', 'to conduct', 'underway', 'in progress', 'to do', 'to carry out', 'to carry on', 'to execute']"
中心,zhōngxīn,"['center', 'heart', 'core', 'CL:個|个[ge4]']"
舍,shè,['residence']
保持,bǎochí,"['to keep', 'to maintain', 'to hold', 'to preserve']"
识,shì,"['to record', 'to write a footnote']"
刀,dāo,"['knife', 'blade', 'single-edged sword', 'cutlass', 'CL:把[ba3]', '(slang) dollar (loanword)', 'classifier for sets of one hundred sheets (of paper)', 'classifier for knife cuts or stabs']"
懒,lǎn,['lazy']
讨论,tǎolùn,"['to discuss', 'to talk over', 'CL:個|个[ge4]']"
耐,nài,"['capable of enduring', 'able to tolerate', 'patient', 'durable', 'hardy', 'resistant']"
必,bì,"['certainly', 'must', 'will', 'necessarily']"
酸,suān,"['sour', 'tart', 'sick at heart', 'grieved', 'sore', 'aching', 'pedantic', 'impractical', 'an acid']"
存在,cúnzài,"['to exist', 'to be', 'existence']"
月饼,yuèbǐng,['mooncake (esp. for the Mid-Autumn Festival)']
黎,lí,['black']
企业,qǐyè,"['company', 'firm', 'enterprise', 'corporation', 'CL:家[jia1]']"
秀,xìu,"['handsome', 'refined', 'elegant', 'graceful', 'superior', 'show (loanword)', 'CL:場|场[chang2]', '(literary) to grow', 'to bloom', '(of crops) to produce ears']"
代,dài,"['to substitute', 'to act on behalf of others', 'to replace', 'generation', 'dynasty', 'age', 'period', '(historical) era', '(geological) eon']"
叔,shū,"['uncle', ""father's younger brother"", ""husband's younger brother"", 'Taiwan pr. [shu2]']"
夸张,kuāzhāng,"['to exaggerate', 'overstated', 'exaggerated', 'hyperbole', '(coll.) excessive', 'extreme', 'ridiculous']"
普通,pǔtōng,"['common', 'ordinary', 'general', 'average']"
聚会,jùhùi,"['party', 'gathering', 'to meet', 'to get together']"
态度,tàidù,"['manner', 'bearing', 'attitude', 'approach', 'CL:個|个[ge4]']"
受不了,shòubùle,"['unbearable', 'unable to endure', ""can't stand""]"
安,ān,"['content', 'calm', 'still', 'quiet', 'safe', 'secure', 'in good health', 'to find a place for', 'to install', 'to fix', 'to fit', 'to bring (a charge against sb)', 'to pacify', 'to harbor (good intentions)', 'security', 'safety', 'peace', 'ampere']"
贼,zéi,"['thief', 'traitor', 'wily', 'deceitful', 'evil', 'extremely']"
窝,wō,"['nest', 'pit or hollow on the human body', 'lair', 'den', 'place', 'to harbor or shelter', 'to hold in check', 'to bend', 'classifier for litters and broods']"
造型,zàoxíng,"['to model', 'to shape', 'appearance', 'style', 'design', 'form', 'pose']"
内容,nèiróng,"['content', 'substance', 'details', 'CL:個|个[ge4],項|项[xiang4]']"
不许,bùxǔ,"['not to allow', 'must not', ""can't""]"
说说,shuōshuō,['to say sth']
杨,yáng,['poplar']
坏人,huàirén,"['bad person', 'villain']"
没用,méiyòng,['useless']
喃,nán,['mumble in repetition']
年龄,niánlíng,"[""(a person's) age"", 'CL:把[ba3],個|个[ge4]']"
屁股,pìgǔ,"['buttocks', 'bottom', 'butt', 'back part']"
司机,sījī,"['chauffeur', 'driver', 'CL:個|个[ge4]']"
培训,péixùn,"['to cultivate', 'to train', 'to groom', 'training']"
厕所,cèsuǒ,"['toilet', 'lavatory', 'CL:間|间[jian1],處|处[chu4]']"
正好,zhènghǎo,"['just (in time)', 'just right', 'just enough', 'to happen to', 'to chance to', 'by chance', 'it just so happens that']"
梦想,mèngxiǎng,"['(fig.) to dream of', 'dream']"
开学,kāixué,"['foundation of a University or College', 'school opening', 'the start of a new term']"
眼光,yǎnguāng,"['gaze', 'insight', 'foresight', 'vision', 'way of looking at things']"
救,jìu,"['to save', 'to assist', 'to rescue']"
台湾,táiwān,['Taiwan']
狂,kuáng,"['mad', 'wild', 'violent']"
飘,piāo,['to float']
韩国,hánguó,"['South Korea (Republic of Korea)', 'Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄[zhan4 guo2 qi1 xiong2]', 'Korea from the fall of the Joseon dynasty in 1897']"
政治,zhèngzhì,"['politics', 'political']"
挑,tiāo,"['to raise', 'to dig up', 'to poke', 'to prick', 'to incite', 'to stir up']"
咳,ké,['cough']
怀疑,huáiyí,"['to doubt (sth)', 'to be skeptical of', ""to have one's doubts"", 'to harbor suspicions', 'to suspect that']"
屏,píng,['(standing) screen']
挤,jǐ,"['to crowd in', 'to cram in', 'to force others aside', 'to press', 'to squeeze', ""to find (time in one's busy schedule)""]"
部门,bùmén,"['department', 'branch', 'section', 'division', 'CL:個|个[ge4]']"
哈哈哈,hāhāhā,
空调,kōngdiào,"['air conditioning', 'air conditioner (including units that have a heating mode)', 'CL:臺|台[tai2]']"
尤其,yóuqí,"['especially', 'particularly']"
父母,fùmǔ,"['father and mother', 'parents']"
中间,zhōngjiān,"['between', 'intermediate', 'mid', 'middle']"
对面,dùimiàn,"['(sitting) opposite', 'across (the street)', 'directly in front', 'to be face to face']"
作业,zuòyè,"['school assignment', 'homework', 'work', 'task', 'operation', 'CL:個|个[ge4]', 'to operate']"
紧张,jǐnzhāng,"['nervous', 'keyed up', 'intense', 'tense', 'strained', 'in short supply', 'scarce', 'CL:陣|阵[zhen4]']"
过程,guòchéng,"['course of events', 'process', 'CL:個|个[ge4]']"
交流,jiāolíu,"['to exchange', 'exchange', 'communication', 'interaction', 'to have social contact (with sb)']"
产品,chǎnpǐn,"['goods', 'merchandise', 'product', 'CL:個|个[ge4]']"
结,jié,"['knot', 'sturdy', 'bond', 'to tie', 'to bind', 'to check out (of a hotel)']"
东东,dōngdōng,"['(coll.) thing', 'item', 'stuff']"
牙,yá,"['tooth', 'ivory', 'CL:顆|颗[ke1]']"
管理,guǎnlǐ,"['to supervise', 'to manage', 'to administer', 'management', 'administration', 'CL:個|个[ge4]']"
作品,zuòpǐn,"['work (of art)', 'opus', 'CL:部[bu4],篇[pian1]']"
随时,súishí,"['at any time', 'at all times', 'at the right time']"
心痛,xīntòng,"['to feel distressed about sth', 'heartache', 'cardiac pain']"
活着,huózháo,['alive']
喜,xǐ,"['to be fond of', 'to like', 'to enjoy', 'to be happy', 'to feel pleased', 'happiness', 'delight', 'glad']"
拖,tuō,"['to drag', 'to tow', 'to trail', 'to hang down', 'to mop (the floor)', 'to delay', 'to drag on']"
错过,cuòguò,"['to miss (train, opportunity etc)']"
智商,zhìshāng,['IQ (intelligence quotient)']
拼,pīn,"['to piece together', 'to join together', 'to stake all', 'adventurous', ""at the risk of one's life"", 'to spell']"
波,bō,"['wave', 'ripple', 'storm', 'surge']"
东,dōng,"['east', 'host (i.e. sitting on east side of guest)', 'landlord']"
不理,bùlǐ,"['to refuse to acknowledge', 'to pay no attention to', 'to take no notice of', 'to ignore']"
知识,zhīshì,"['knowledge', 'CL:門|门[men2]', 'intellectual']"
出差,chūchà,['to go on an official or business trip']
行为,xíngwèi,"['action', 'conduct', 'behavior', 'activity']"
放弃,fàngqì,"['to renounce', 'to abandon', 'to give up']"
气质,qìzhí,"['temperament', 'personality traits', 'manners']"
搬,bān,"['to move (i.e. relocate oneself)', 'to move (sth relatively heavy or bulky)', 'to shift', 'to copy indiscriminately']"
并,bìng,['variant of 並|并[bing4]']
单,dān,"['bill', 'list', 'form', 'single', 'only', 'sole', 'odd number', 'CL:個|个[ge4]']"
亮点,liàngdiǎn,"['highlight', 'bright spot']"
吃货,chīhuò,"['chowhound', 'foodie', 'a good-for-nothing']"
眼镜,yǎnjìng,"['spectacles', 'eyeglasses', 'CL:副[fu4]']"
北,běi,"['north', 'to be defeated (classical)']"
姓,xìng,"['family name', 'surname', 'CL:個|个[ge4]', 'to be surnamed']"
带上,dàishàng,['to take along with one']
孤独,gūdú,"['lonely', 'solitary']"
人类,rénlèi,"['humanity', 'human race', 'mankind']"
区别,qūbié,"['difference', 'to distinguish', 'to discriminate', 'to make a distinction', 'CL:個|个[ge4]']"
高中,gāozhōng,['to pass brilliantly (used in congratulatory fashion)']
嗲,diǎ,"['coy', 'childish']"
国际,guójì,['international']
吵,chǎo,"['to quarrel', 'to make a noise', 'noisy', 'to disturb by making a noise']"
根,gēn,"['root', 'basis', 'classifier for long slender objects, e.g. cigarettes, guitar strings', 'CL:條|条[tiao2]', 'radical (chemistry)']"
必要,bìyào,"['necessary', 'essential', 'indispensable', 'required']"
半天,bàntiān,"['half of the day', 'a long time', 'quite a while', 'midair', 'CL:個|个[ge4]']"
方向,fāngxiàng,"['direction', 'orientation', 'path to follow', 'CL:個|个[ge4]']"
粗,cū,"['remote', 'distant', 'variant of 粗[cu1]']"
没法,méifǎ,"['at a loss', 'unable to do anything about it', 'to have no choice']"
心中,xīnzhōng,"['central point', ""in one's thoughts"", ""in one's heart""]"
顺利,shùnlì,"['smoothly', 'without a hitch']"
帅气,shuàiqì,"['handsome', 'smart', 'dashing', 'elegant']"
价值,jiàzhí,"['value', 'worth', 'fig. values (ethical, cultural etc)', 'CL:個|个[ge4]']"
靓,jìng,"['attractive', 'good-looking']"
训,xùn,"['to teach', 'to train', 'to admonish', 'instruction (from superiors)', 'teachings', 'rule']"
老是,lǎoshì,['always']
餐,cān,"['meal', 'to eat', 'classifier for meals']"
白痴,báichī,"['idiocy', 'idiot']"
水果,shǔiguǒ,"['fruit', 'CL:個|个[ge4]']"
口水,kǒushǔi,['saliva']
浮云,fúyún,"['floating clouds', 'fleeting', 'transient']"
胡,hú,"['beard', 'mustache', 'whiskers']"
中意,zhōngyì,"[""to take one's fancy"", ""to be to one's liking""]"
偶像,ǒuxiàng,['idol']
歪,wāi,"[""to sprain (one's ankle) (Tw)""]"
等到,děngdào,"['to wait until', 'by the time when (sth is ready etc)']"
贱人,jiànrén,"['slut', 'cheap person']"
揍,zòu,"['to beat up', 'to break to pieces']"
潮,cháo,"['tide', 'current', 'damp', 'moist', 'humid']"
读书,dúshū,"['to read a book', 'to study', 'to attend school']"
欠,qiàn,"['deficient', 'to owe', 'to lack', 'yawn']"
机场,jīcháng,"['airport', 'airfield', 'CL:家[jia1],處|处[chu4]']"
硬,yìng,"['hard', 'stiff', 'strong', 'firm', 'resolutely', 'doggedly', 'good (quality)', 'able (person)']"
迷,mí,"['to bewilder', 'crazy about', 'fan', 'enthusiast', 'lost', 'confused']"
暴力,bàolì,"['violence', 'force', 'violent']"
熊,xióng,"['bear', 'to scold', 'to rebuke', 'brilliant light', 'to shine brightly']"
更加,gèngjiā,"['more (than sth else)', 'even more']"
酷,kù,"['ruthless', 'strong (e.g. of wine)', '(loanword) cool', 'hip']"
参与,cānyǔ,['to participate (in sth)']
大爱,dàài,
疯狂,fēngkuáng,"['crazy', 'frantic', 'extreme popularity']"
后天,hòutiān,"['the day after tomorrow', 'post-natal', 'acquired (not innate)', 'a posteriori']"
斗,dǒu,['variant of 鬥|斗[dou4]']
浪,làng,"['wave', 'breaker', 'unrestrained', 'dissipated']"
修,xīu,"['dried meat', ""private teacher's remuneration"", 'withered', 'variant of 修[xiu1]']"
